StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,A1,A2,A3,A3_6_TEXT,A3_7_TEXT,A4,A5,state,A6,A7,B8_1,B8_2,B8_3,B8_4,B8_5,B8_6,B8_7,B8_8,B8_9,B8_10,B8_11,B8_12,B8_13,B8_14,B8_15,B8_16,B8_17,B8_18,B8_19,B8_20,B9_1,B9_2,B9_3,B9_4,B9_5,B9_6,B10_1,B11,B12,Attn1,B13_1,B13_2,B13_3,B13_4,B13_5,B13_6,B13_7,B13_8,B13_9,B13_10,B13_11,B13_12,B13_13,B13_14,B13_15,B13_16,B13_17,B14_1,B14_2,B14_3,CFilt,C15,C16,C16_6_TEXT,C17_1,C17_2,C17_3,C17_4,C17_5,C17_6,C17_7,C18,C19,C20,C21,C22,C23,C23_6_TEXT,C24_1,C24_2,C24_3,C24_4,C24_5,C24_6,C24_7,C25,C26,C27,C28,C29,C30,C30_6_TEXT,C31_1,C31_2,C31_3,C31_4,C31_5,C31_6,C31_7,C32,C33,C34,C35,Attn2,D36,D37,D38_1,D38_2,D38_3,D38_4,D38_5,D38_6,D38_7,D38_8,D39_1,D39_2,D39_3,D39_4,D39_5,D39_6,D39_7,D39_8,D39_9,D39_10,D39_11,D39_12,D39_13,D39_14,D39_15,D39_16,D39_17,D39_18,D39_19,D39_20,D39_21,D39_22,D40_1,D40_2,D40_3,D40_4,D40_5,D40_6,D40_7,D40_8,D40_9,D40_10,D40_11,D40_12,E41,E42_1,E42_2,E43_1,E43_2,E43_3,E44_1,E44_2,E44_3,E44_4,E44_5,E44_6,E45_1,E45_2,E45_3,E45_4,E46_1,E46_2,E46_3,E46_4,E46_5,E46_6,E46_7,E47_1,E47_2,E47_3,E48,E49,E50_1,E50_2,E51_1,E51_2,E51_3,E51_4,E51_5,E51_6,G52_1,G52_2,G52_3,G52_4,G53_1,G53_2,G53_3,G54,G55,G55_4_TEXT,G56a,G56b,G57,G58,G59,SC0,opp,RISN,rid,V,cintid,ProjectToken,Q_RelevantIDDuplicate,Q_BallotBoxStuffing,Q_RecaptchaScore,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_TotalDuration,gc,term,score,region,LS,G54_N,Name_1,Name_2,Name-3
5/6/21 8:24,5/6/21 8:43,IP Address,100,1166,TRUE,5/6/21 8:43,R_30iS3UROot9QNq0,anonymous,EN,I agree to participate in the research study described above.,46,Male,Asian/Black or African American,,,College degree,"$100,001 to $150,000",Colorado,No,,,,,,,,,,,,,,,,,,,,,,A lot,A lot,A lot,A lot,A lot,A great deal,4,A moderate amount,About half the time,Dog,Neither trust nor distrust,Trust very much,Trust very much,Neither trust nor distrust,Neither trust nor distrust,Somewhat trust,Distrust very much,Distrust very much,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Distrust very much,Neither trust nor distrust,Somewhat distrust,Distrust very much,Somewhat trust,Somewhat trust,Somewhat disagree,Neither agree nor disagree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Once or twice a day,Never,Several times a week,Once or twice a day,Never,Several times a day,Once or twice a day,Several times a day,Once or twice a day,Several times a week,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,,,,,,,,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Interested,Interested,Interested,Neither liberal nor conservative,Independent,,,Closer to the Democratic Party,Kamala Harris,Democrat,Judicial branch,4,Qual1827-0626Rep,11120900,6093fc0f-66bb-b0d8-01b9-d28d13df7055,,,,,,,,,1166,1,,4,west,168,6,0,0,0
5/6/21 8:27,5/6/21 8:44,IP Address,100,1001,TRUE,5/6/21 8:44,R_vMrkNWFEPiEDrpL,anonymous,EN,I agree to participate in the research study described above.,67,Female,Asian/Black or African American,,,Post-graduate degree,"$15,001 to $30,000",California,Yes,10-30 minutes per day,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Some,A little,A little,A little,Some,Some,5,A moderate amount,Most of the time,Dog,Somewhat trust,Neither trust nor distrust,Neither trust nor distrust,Somewhat trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Somewhat trust,Neither trust nor distrust,Somewhat trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Somewhat trust,Somewhat agree,Neither agree nor disagree,Somewhat agree,Yes,Vicky,Acquaintance,,"Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally",Neither similar nor different,A little,Neither like nor dislike,A,Leni Robredo,Acquaintance,,"Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally",Neither similar nor different,A moderate amount,Like somewhat,C,Trillanes,Acquaintance,,"Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally",Neither similar nor different,A moderate amount,Neither like nor dislike,B,2021,Between 51 and 150,Between 26 and 50,A few,A few,A few,A few,A few,A few,A few,A few,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,A lot,A little,Some,Some,Some,Some,Some,Some,Some,A little,Some,A little,Several times a week,Several times a month,Several times a week,Sometimes,Sometimes,Sometimes,Several times a week,Several times a month,Several times a month,Several times a week,Several times a month,Several times a week,Several times a week,Several times a week,Several times a week,Several times a week,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,No,No,Yes,Occassionally,Several,Occassionally,Occassionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat interested,Somewhat interested,Somewhat interested,Neither liberal nor conservative,Democrat,,Strong,,Joe Biden,Democrat,Judicial branch,4,Qual1827-0626Rep,11120900,6093fce9-4fb1-9881-9de9-4802106096b6,,,,,,,,,1001,1,,4,west,168,6,1,1,1
5/6/21 8:29,5/6/21 8:55,IP Address,100,1528,TRUE,5/6/21 8:55,R_cSKYXFAYhkJxoat,anonymous,EN,I agree to participate in the research study described above.,18,Female,White,,,Some high school,"Less than $15,000",Arizona,Yes,Less than 10 minutes per day,Strongly disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Some,A little,Not at all,Not at all,A lot,Not at all,1,A little,About half the time,Dog,Somewhat trust,Neither trust nor distrust,Neither trust nor distrust,Somewhat distrust,Somewhat distrust,Somewhat trust,Neither trust nor distrust,Neither trust nor distrust,Trust very much,Trust very much,Trust very much,Trust very much,Somewhat trust,Neither trust nor distrust,Neither trust nor distrust,Somewhat trust,Somewhat trust,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Yes,CN,Friend,,"No, never","Yes, occasionally","No, never","No, never","No, never","No, never","No, never",Neither similar nor different,A great deal,Like a great deal,E,MS,Friend,,"No, never","Yes, occasionally","No, never","No, never","No, never","No, never","No, never",Somewhat different,A moderate amount,Like a great deal,B,GM,Family member,,"No, never","Yes, occasionally","No, never","No, never","No, never","No, never","No, never",Neither similar nor different,A moderate amount,Like a great deal,E,2021,50 or fewer,None,A few,None,A lot,A few,None,A few,A lot,None,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,A little,A little,A little,A little,Some,Some,Some,Some,A lot,A little,A lot,Some,Never,Never,Never,Never,Never,Sometimes,Several times a month,Never,Never,Several times a month,Never,Several times a month,Never,Several times a month,Never,Never,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Yes,Yes,Yes,Never,None,Never,Never,Never,Never,Never,Never,Never,Never,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Not at all interested,Not at all interested,Not at all interested,Neither liberal nor conservative,Democrat,,Not that strong,,Kamala Harris,Democrat,Judicial branch,4,Qual1827-0626Rep,11120900,6093fd53-da6f-55de-18c4-b9fc4d964a75,,,,,,,,,1528,1,,4,west,168,6,1,1,1
5/6/21 8:31,5/6/21 8:40,IP Address,100,535,TRUE,5/6/21 8:40,R_2YabWUF3WXqjPBn,anonymous,EN,I agree to participate in the research study described above.,53,Male,Asian/Black or African American,,,Post-graduate degree,"More than $150,000",California,No,,,,,,,,,,,,,,,,,,,,,,A lot,A lot,A lot,Not at all,A lot,A lot,3,A little,Sometimes,Dog,Trust very much,Distrust very much,Somewhat trust,Distrust very much,Neither trust nor distrust,Somewhat trust,Distrust very much,Distrust very much,Somewhat distrust,Trust very much,Trust very much,Trust very much,Somewhat trust,Neither trust nor distrust,Somewhat distrust,Somewhat trust,Somewhat trust,Strongly agree,Strongly agree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Several times a week,Several times a week,Once or twice a day,Once or twice a day,Several times a month,Several times a month,Several times a month,Once or twice a day,Once or twice a day,Several times a week,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,,,,,,,,Never,Occasionally,Never,Never,Never,Never,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Interested,Interested,Very interested,-,Other party (please specify:),Libertarian ,,Neither,Kamala Harris,Democrat,Judicial branch,4,Qual1827-0626Rep,11120900,6093fd8b-7f8a-c4fa-4472-f667ccea7339,,,,,,,,,535,1,,4,west,168,8,0,0,0
5/6/21 8:31,5/6/21 8:44,IP Address,100,753,TRUE,5/6/21 8:44,R_25GaRaPKqe8RoAQ,anonymous,EN,I agree to participate in the research study described above.,77,Male,American Indian or Alaska Native,,,Some post-graduate education,"More than $150,000",Alabama,No,,,,,,,,,,,,,,,,,,,,,,Some,Some,Some,Not at all,A little,Some,4,A moderate amount,Sometimes,Dog,Somewhat trust,Neither trust nor distrust,Somewhat distrust,Neither trust nor distrust,Neither trust nor distrust,Somewhat trust,Distrust very much,Distrust very much,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Somewhat distrust,Neither trust nor distrust,Somewhat distrust,Neither trust nor distrust,Neither trust nor distrust,Somewhat distrust,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Several times a day,Never,Several times a week,Once or twice a day,Once or twice a day,Never,Several times a day,Several times a day,Several times a day,Several times a day,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,,,,,,,,Rarely,Rarely,Occasionally,Rarely,Never,Never,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Interested,A little bit interested,Interested,Neither liberal nor conservative,Independent,,,Neither,Kamala Harris,Democrat,Judicial branch,3,Qual1827-0626Rep,11120900,6093fd90-b8f2-57c2-7c75-ad52b3398a25,,,,,,,,,753,1,,3,south,168,6,0,0,0
5/6/21 8:33,5/6/21 8:43,IP Address,100,608,TRUE,5/6/21 8:43,R_RxbyvXj3twG4i7T,anonymous,EN,I agree to participate in the research study described above.,18,Female,Asian/Black or African American,,,High school diploma,"Less than $15,000",Georgia,No,,,,,,,,,,,,,,,,,,,,,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,3,None at all,Never,Dog,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Not at all interested,Not at all interested,Not at all interested,Neither liberal nor conservative,Democrat,,Not that strong,,Joe Biden,Democrat,Executive branch,3,Qual1827-0626Rep,11120900,6093fe2a-d51f-c7b7-a7b3-43233d29e450,,,,,,,,,608,1,,3,south,168,6,0,0,0
5/6/21 8:38,5/6/21 10:53,IP Address,100,8134,TRUE,5/6/21 10:53,R_r2YYDyFv01U6Chb,anonymous,EN,I agree to participate in the research study described above.,54,Female,Asian/Black or African American,,,Associate’s degree or trade school diploma,"$45,001 to $60,000",Tennessee,Yes,More than 3 hours per day,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,7,A great deal,Always,Dog,Trust very much,Trust very much,Trust very much,Trust very much,Trust very much,Trust very much,Trust very much,Trust very much,Trust very much,Trust very much,Trust very much,Trust very much,Trust very much,Trust very much,Trust very much,Trust very much,Trust very much,Strongly agree,Strongly agree,Strongly agree,Yes,Brenda ,Other,Sister ,"Yes, often","Yes, often","Yes, often","Yes, often","Yes, often","Yes, often","Yes, often",Very similar,A great deal,Like a great deal,E,Lamaria brown,Friend,,"Yes, often","Yes, often","Yes, often","Yes, often","Yes, often","Yes, often","Yes, often",Very similar,A great deal,Like a great deal,E,None ,Other,None ,"No, never","No, never","No, never","No, never","No, never","No, never","No, never",Neither similar nor different,None at all,Dislike a great deal,G,2021,"Between 501 and 1,000",5 or fewer,A lot,Many,Many,Many,Many,None,Many,Many,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,A great deal,Several times a month,Several times a month,Several times a month,Sometimes,Sometimes,Sometimes,Several times a week,Several times a week,Several times a week,Several times a week,Several times a week,Several times a week,Several times a week,Several times a month,Several times a week,Several times a week,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,Yes,Rarely,Several,Rarely,Rarely,Rarely,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Very interested,Very interested,Very interested,Very liberal,Democrat,,Strong,,Joe Biden,Democrat,Executive branch,3,Qual1827-0626Rep,11120900,6093fef6-eef8-c4e9-4d75-0ff7fc237f81,,,,,,,,,8134,1,,3,south,168,1,1,1,0
5/6/21 8:37,5/6/21 8:47,IP Address,100,593,TRUE,5/6/21 8:47,R_sF2Cs4qQDHbPrLH,anonymous,EN,I agree to participate in the research study described above.,19,Female,Hispanic or Latino,,,Some college,"$45,001 to $60,000",California,No,,,,,,,,,,,,,,,,,,,,,,A lot,A lot,A lot,A lot,A lot,A lot,3,A little,Most of the time,Dog,Trust very much,Somewhat distrust,Neither trust nor distrust,Somewhat trust,Somewhat trust,Trust very much,Somewhat trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Somewhat trust,Neither trust nor distrust,Somewhat distrust,Somewhat trust,Somewhat trust,Neither trust nor distrust,Neither trust nor distrust,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Several times a week,Several times a week,Never,Several times a week,Several times a week,Once or twice a day,Several times a week,Several times a month,Several times a week,Once or twice a day,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,,,,,,,,Frequently,Occasionally,Occasionally,Frequently,Occasionally,Frequently,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,A little bit interested,Somewhat interested,Somewhat interested,-,Other party (please specify:),,,Closer to the Democratic Party,Kamala Harris,Don't know,Don't know,4,Qual1827-0626Rep,11120900,6093ff53-e37e-cd40-abb6-631fa4efff24,,,,,,,,,593,1,,4,west,168,8,0,0,0
5/6/21 8:39,5/6/21 8:58,IP Address,100,1091,TRUE,5/6/21 8:58,R_AvLPhPai45TLgsh,anonymous,EN,I agree to participate in the research study described above.,30,Female,Asian/Black or African American,,,Post-graduate degree,"$60,001 to $75,000",Texas,Yes,2-3 hours per day,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,A little,A little,Some,Some,A lot,A lot,4,A moderate amount,About half the time,Dog,Somewhat distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Somewhat distrust,Somewhat trust,Neither trust nor distrust,Somewhat distrust,Neither trust nor distrust,Somewhat trust,Neither trust nor distrust,Neither trust nor distrust,Somewhat distrust,Somewhat distrust,Somewhat trust,Neither trust nor distrust,Neither trust nor distrust,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Yes,no,Family member,,"Yes, occasionally","Yes, occasionally","Yes, occasionally","Yes, occasionally","No, never","No, never","No, never",Neither similar nor different,A moderate amount,Like somewhat,B,p,Neighbor,,"Yes, occasionally","No, never","Yes, occasionally","No, never","No, never","No, never","No, never",Neither similar nor different,A moderate amount,Dislike somewhat,D,wang,Acquaintance,,"Yes, occasionally","Yes, occasionally","No, never","No, never","No, never","No, never","Yes, occasionally",Neither similar nor different,A little,Neither like nor dislike,F,2021,Between 151 and 500,Between 11 and 25,A lot,A few,A lot,Many,A lot,None,A few,A few,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Some,A lot,A little,Some,A little,Some,A little,A little,Some,A little,A lot,Some,Never,Several times a week,Several times a week,Rarely,Sometimes,Often,Several times a week,Several times a month,Several times a week,Several times a month,Several times a week,Several times a week,Once or twice a day,Several times a week,Several times a month,Several times a month,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,No,Yes,No,Occassionally,Several,Frequently,Frequently,Occasionally,Frequently,Very frequently,Rarely,Occasionally,Occasionally,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat interested,A little bit interested,Somewhat interested,-,Democrat,,Not that strong,,Mitch McConnell,Democrat,Don't know,3,Qual1827-0626Rep,11120900,6093ff8e-3995-d67c-4f2b-b3b78b4a8533,,,,,,,,,1091,1,,3,south,168,8,0,1,1
5/6/21 8:40,5/6/21 9:01,IP Address,100,1290,TRUE,5/6/21 9:01,R_1hyGn7ztEBUzSY3,anonymous,EN,I agree to participate in the research study described above.,51,Female,Asian/Black or African American,,,College degree,"$100,001 to $150,000",New York,Yes,10-30 minutes per day,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,A lot,A lot,A lot,Some,Some,Some,6,A lot,About half the time,Dog,Somewhat trust,Somewhat distrust,Somewhat distrust,Somewhat distrust,Neither trust nor distrust,Neither trust nor distrust,Somewhat trust,Somewhat trust,Somewhat distrust,Somewhat trust,Neither trust nor distrust,Somewhat distrust,Neither trust nor distrust,Distrust very much,Somewhat distrust,Neither trust nor distrust,Neither trust nor distrust,Somewhat disagree,Strongly agree,Neither agree nor disagree,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,50 or fewer,5 or fewer,A few,A few,A lot,A lot,A few,A lot,A lot,A lot,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Some,Some,Some,A lot,A lot,Some,A lot,Some,Some,A lot,Some,A lot,Several times a month,Never,Never,Often,Often,Often,Once or twice a day,Several times a week,Never,Several times a day,Once or twice a day,Once or twice a day,Several times a week,Several times a month,Several times a month,Several times a month,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,No,No,No,Rarely,One or two,Rarely,Occassionally,Occasionally,Rarely,Frequently,Rarely,Rarely,Never,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Interested,Somewhat interested,Interested,Neither liberal nor conservative,Democrat,,Not that strong,,Kamala Harris,Democrat,Judicial branch,1,Qual1827-0626Rep,11120900,6093ffe7-c50a-befe-57c4-912e7d4eaa5d,,,,,,,,,1290,1,,1,northeast,168,6,0,0,0
